"Core ID","Row","Col","Sector","TMA ID","Data Group","Spot ID (Slide 32924 FOXP3)","Data Group (Slide 32924 FOXP3)","Annotation Id (Slide 32924 FOXP3)","Annotation Name (Slide 32924 FOXP3)","  Nwp = Number of Weak Positive (Slide 32924 FOXP3)","  Np  = Number of Positive (Slide 32924 FOXP3)","  Nsp = Number of Strong Positive (Slide 32924 FOXP3)","  Iwp = Total Intensity of Weak Positive (Slide 32924 FOXP3)","  Ip  = Total Intensity of Positive (Slide 32924 FOXP3)","  Isp = Total Intensity of Strong Positive (Slide 32924 FOXP3)","  Iavg = (Iwp+Ip+Isp)/(Nwp+Np+Nsp) (Slide 32924 FOXP3)","  Nsr  =  Nsp/(Nwp+Np+Nsp) (Slide 32924 FOXP3)","  Iwavg= (Iwp+Ip)/(Nwp+Np) (Slide 32924 FOXP3)","  Nn = Number of Negative (Slide 32924 FOXP3)","  In = Total Intensity of Negative (Slide 32924 FOXP3)","  NTotal = Total Number (Positive+Negative) (Slide 32924 FOXP3)","  ATotal = Total Area  (millimeter-squared) (Slide 32924 FOXP3)","  Positivity = NPositive/NTotal (Slide 32924 FOXP3)",
"15451","3","10","1","154","Default","83598","Default","111578","AM nuclear 0.12 output","2777.","18263.","26319.","523947.","2463138.","1732250.","99.6502","0.555734","141.972","3758781.","550218657.","3806140.","0.94849252392959993","1.24428e-002",
"15452","3","11","1","154","Default","83599","Default","111579","AM nuclear 0.12 output","1694.","96365.","129158.","312431.","12518784.","7551078.","89.7041","0.568435","130.852","3957311.","537584737.","4184528.","1.04278705569792","5.42993e-002",
"15453","3","12","1","154","Default","83600","Default","111580","AM nuclear 0.12 output","2640.","190161.","169398.","488252.","24305661.","11313080.","99.6883","0.467693","128.598","5515531.","728882379.","5877730.","1.4647340777471998","6.16223e-002",
"15454","4","1","1","154","Default","83601","Default","111581","AM nuclear 0.12 output","6227.","45480.","102890.","1176406.","6075582.","5913129.","85.1576","0.665537","140.252","4985659.","665187283.","5140256.","1.2809550849638398","3.00757e-002",
"15455","4","2","1","154","Default","83602","Default","111582","AM nuclear 0.12 output","3903.","45624.","69365.","730804.","6103938.","4266434.","93.3719","0.583429","138.","4975111.","678611725.","5094003.","1.2694288077619198","2.33396e-002",
"15456","4","3","1","154","Default","83603","Default","111583","AM nuclear 0.12 output","315.","1728.","10761.","60731.","224466.","596526.","68.8631","0.84044","139.597","5770079.","738812471.","5782883.","1.4410981446451199","2.21412e-003",
"15457","4","4","1","154","Default","83604","Default","111584","AM nuclear 0.12 output","2266.","3551.","5978.","436748.","503586.","309876.","105.995","0.506825","161.653","12786.","1812647.","24581.","6.1256009318399994e-003","0.479842",
"15458","4","5","1","154","Default","83605","Default","111585","AM nuclear 0.12 output","3641.","12670.","38982.","703455.","1686063.","2393349.","86.5004","0.705008","146.497","3330483.","518896123.","3385776.","0.84373754609663987","1.6331e-002",
"15459","4","6","1","154","Default","83606","Default","111586","AM nuclear 0.12 output","4536.","12129.","27683.","878786.","1655330.","1680611.","95.0376","0.624222","152.062","2847955.","435505605.","2892303.","0.72076375867391995","1.53331e-002",
"15460","4","7","1","154","Default","83607","Default","111587","AM nuclear 0.12 output","1777.","54146.","114842.","330048.","6967534.","6634391.","81.5856","0.672515","130.493","5954872.","753778091.","6125637.","1.5265126608076798","2.78771e-002",
"15461","4","8","1","154","Default","83608","Default","111588","AM nuclear 0.12 output","1327.","67369.","156071.","245883.","8532631.","8989735.","79.0519","0.694368","127.788","5562201.","692544583.","5786968.","1.4421161292595199","3.88402e-002",
"15462","4","9","1","154","Default","83609","Default","111589","AM nuclear 0.12 output","299.","9538.","80987.","56635.","1145633.","4560656.","63.4516","0.891692","122.219","6291790.","805930126.","6382614.","1.5905514936729599","1.42299e-002",
"15463","4","10","1","154","Default","83610","Default","111590","AM nuclear 0.12 output","174.","20904.","112961.","32513.","2488035.","6734835.","69.0499","0.842747","119.582","6308881.","808057470.","6442920.","1.6055797874687998","2.08041e-002",
"15464","4","11","1","154","Default","83611","Default","111591","AM nuclear 0.12 output","6290.","110065.","105183.","1168456.","15037424.","6118806.","100.771","0.474785","139.28","6096960.","888185902.","6318498.","1.5745737454387199","3.50618e-002",
"15465","4","12","1","154","Default","83612","Default","111592","AM nuclear 0.12 output","4467.","95882.","99043.","827339.","13149734.","5467483.","97.5192","0.496725","139.285","6058819.","911494717.","6258211.","1.5595501864550398","3.18609e-002",
"15466","5","1","1","154","Default","83613","Default","111593","AM nuclear 0.12 output","1475.","10180.","48531.","278809.","1356052.","2549455.","69.5231","0.80635","140.271","6408446.","914129875.","6468632.","1.6119872343244799","9.30429e-003",
"15467","5","2","1","154","Default","83614","Default","111594","AM nuclear 0.12 output","927.","8546.","36980.","174304.","1131748.","2055675.","72.3684","0.796073","137.871","6563676.","956772813.","6610129.","1.6472483772825599","7.02755e-003",
"15468","5","3","1","154","Default","83615","Default","111595","AM nuclear 0.12 output","290.","9616.","75629.","54418.","1191104.","4203385.","63.7038","0.884188","125.734","5978875.","864069623.","6064410.","1.5112548532223999","1.41044e-002",
"15469","5","4","1","154","Default","83616","Default","111596","AM nuclear 0.12 output","312.","9488.","59990.","58306.","1182928.","3418935.","66.7742","0.859579","126.657","5633233.","814296642.","5703023.","1.4211969815347198","1.22374e-002",
"15470","5","5","1","154","Default","83617","Default","111597","AM nuclear 0.12 output","1999.","19341.","55371.","374431.","2573222.","3037765.","78.0256","0.721813","138.128","5013985.","698804580.","5090696.","1.2686047012454398","1.50689e-002",
"15471","5","6","1","154","Default","83618","Default","111598","AM nuclear 0.12 output","5293.","35144.","69831.","1001502.","4760337.","3958885.","88.1554","0.633284","142.489","4782823.","652286076.","4893091.","1.2193614087782398","2.25354e-002",
"15472","5","7","1","154","Default","83619","Default","111599","AM nuclear 0.12 output","8659.","374016.","651532.","1618690.","46444587.","44978899.","89.9648","0.629982","125.598","4222925.","440460393.","5257132.","1.3100806589644798","0.196725",
"15473","5","8","1","154","Default","83620","Default","111600","AM nuclear 0.12 output","9310.","391892.","626723.","1736269.","48740541.","43322599.","91.2512","0.609697","125.814","4016615.","435839360.","5044540.","1.2571025965056","0.20377",
"15474","5","9","1","154","Default","83621","Default","111601","AM nuclear 0.12 output","6762.","107933.","174287.","1265574.","14282438.","10256610.","89.2949","0.603107","135.56","4833662.","617263198.","5122644.","1.2765661632921599","5.64127e-002",
"15475","5","10","1","154","Default","83622","Default","111602","AM nuclear 0.12 output","4980.","78240.","196508.","930335.","10353502.","10861089.","79.1659","0.702497","135.59","5165523.","676357780.","5445251.","1.3569600341606398","5.1371e-002",
"15476","5","11","1","154","Default","83623","Default","111603","AM nuclear 0.12 output","8689.","97639.","111075.","1638869.","13012638.","7041266.","99.7814","0.510918","137.795","4452247.","639289594.","4669650.","1.1636797685759999","4.65566e-002",
"15477","5","12","1","154","Default","83624","Default","111604","AM nuclear 0.12 output","11664.","114646.","150106.","2193984.","15369152.","9535751.","98.0366","0.543044","139.048","5124681.","721884935.","5401097.","1.3459568291020798","5.11778e-002",
"15478","6","1","1","154","Default","83625","Default","111605","AM nuclear 0.12 output","14369.","81906.","59512.","2727927.","11245310.","3624330.","112.959","0.382009","145.139","4648802.","684682700.","4804589.","1.1973066537369599","3.24246e-002",
"15479","6","2","1","154","Default","83626","Default","111606","AM nuclear 0.12 output","17862.","103973.","43147.","3379626.","14448455.","2840564.","125.278","0.261525","146.33","3958707.","585510165.","4123689.","1.0276259379609598","4.00084e-002",
"15480","6","3","1","154","Default","83627","Default","111607","AM nuclear 0.12 output","4914.","27758.","109287.","939954.","3633117.","6570872.","78.5011","0.769849","139.969","4994604.","758658963.","5136563.","1.2800347870003199","2.7637e-002",
"15481","6","4","1","154","Default","83628","Default","111608","AM nuclear 0.12 output","3758.","21575.","85770.","719034.","2829373.","5008056.","77.0138","0.771986","140.071","3986246.","613941305.","4097349.","1.02106199310336","2.71158e-002",
"15482","6","5","1","154","Default","83629","Default","111609","AM nuclear 0.12 output","7651.","102732.","185247.","1433196.","13793472.","10526845.","87.114","0.626618","137.944","4317083.","624631561.","4612713.","1.1494910317363198","6.40903e-002",
"15483","6","6","1","154","Default","83630","Default","111610","AM nuclear 0.12 output","12809.","169302.","182068.","2399575.","22972444.","10608568.","98.7992","0.499941","139.322","4322396.","612836440.","4686575.","1.1678974894079999","7.77069e-002",
"15484","6","7","1","154","Default","83631","Default","111611","AM nuclear 0.12 output","7112.","66228.","348883.","1342702.","8734111.","16630171.","63.2533","0.8263","137.399","4581342.","685374941.","5003565.","1.2468916002816","8.43844e-002",
"15485","6","8","1","154","Default","83632","Default","111612","AM nuclear 0.12 output","5701.","36808.","150628.","1083875.","4933899.","7111608.","67.9796","0.779902","141.565","4654895.","740294272.","4848032.","1.2081326771404799","3.98382e-002",
"15486","6","9","1","154","Default","83633","Default","111613","AM nuclear 0.12 output","1394.","6493.","22831.","267895.","869411.","1120085.","73.4876","0.743245","144.2","1161604.","194701162.","1192322.","0.29712740548607997","2.57632e-002",
"15487","6","10","1","154","Default","83634","Default","111614","AM nuclear 0.12 output","6133.","67139.","103779.","1159374.","9128739.","5484627.","89.0859","0.586153","140.41","4608727.","731650893.","4785778.","1.1926189404979199","3.69952e-002",
"15488","6","11","1","154","Default","83635","Default","111615","AM nuclear 0.12 output","4799.","37027.","112596.","912167.","4867615.","6467203.","79.3086","0.729145","138.186","4910101.","692350947.","5064523.","1.2620823728947199","3.04909e-002",
"15489","6","12","1","154","Default","83636","Default","111616","AM nuclear 0.12 output","6571.","20894.","28224.","1266741.","2856844.","1816507.","106.665","0.506815","150.14","2855537.","426673138.","2911226.","0.72547938238463994","1.91291e-002",
"15490","7","1","1","154","Default","83637","Default","111617","AM nuclear 0.12 output","3052.","10860.","37305.","589554.","1456965.","1887579.","76.8123","0.728371","147.105","4002679.","543716503.","4053896.","1.0102334776934399","1.2634e-002",
"15491","7","2","1","154","Default","83638","Default","111618","AM nuclear 0.12 output","4027.","17194.","58390.","770294.","2306828.","3090947.","77.4776","0.733441","145.004","4354898.","601106848.","4434509.","1.1050824808857598","1.79526e-002",
"15492","7","3","1","154","Default","83639","Default","111619","AM nuclear 0.12 output","9949.","97457.","190342.","1877229.","13088354.","10757765.","86.393","0.639272","139.337","4944232.","668861590.","5241980.","1.3063047708671998","5.68007e-002",
"15493","7","4","1","154","Default","83640","Default","111620","AM nuclear 0.12 output","11657.","117072.","175468.","2197791.","15819598.","10086769.","92.388","0.576824","139.964","4851590.","664399293.","5155787.","1.2848254201036799","5.90011e-002",
"15494","7","5","1","154","Default","83641","Default","111621","AM nuclear 0.12 output","3125.","23364.","30255.","593400.","3045194.","2053491.","100.312","0.533184","137.362","4991891.","628300311.","5048635.","1.2581230731263999","1.12395e-002",
"15495","7","6","1","154","Default","83642","Default","111622","AM nuclear 0.12 output","3135.","23497.","24152.","596909.","3069299.","1746815.","106.589","0.475583","137.662","4984958.","626376982.","5035742.","1.2549101292748799","1.00847e-002",
"15496","7","7","1","154","Default","83643","Default","111623","AM nuclear 0.12 output","11300.","59346.","44615.","2157623.","8086053.","2881596.","113.874","0.387078","145.","3729336.","573255135.","3844597.","0.95807603294207988","2.998e-002",
"15497","7","8","1","154","Default","83644","Default","111624","AM nuclear 0.12 output","13861.","66213.","55679.","2644446.","9088897.","3437439.","111.753","0.410149","146.531","4146491.","647522165.","4282244.","1.0671379454361598","3.17014e-002",
"15498","7","9","1","154","Default","83645","Default","111625","AM nuclear 0.12 output","3364.","14081.","47064.","643367.","1903043.","2100849.","72.0405","0.729573","145.968","4502138.","623462111.","4566647.","1.1380113550540798","1.41261e-002",
"15499","7","10","1","154","Default","83646","Default","111626","AM nuclear 0.12 output","10956.","50549.","94288.","2095770.","6866244.","5301142.","91.552","0.605213","145.712","4965240.","700730113.","5121033.","1.2761647010611199","3.04222e-002",
"15500","7","11","1","154","Default","83647","Default","111627","AM nuclear 0.12 output","4539.","15023.","18830.","876543.","2052357.","1202178.","107.603","0.490467","149.724","3312661.","460731586.","3351053.","0.83508455227391987","1.14567e-002",
"15501","7","12","1","154","Default","83648","Default","111628","AM nuclear 0.12 output","4851.","15548.","26243.","936048.","2106658.","1672866.","101.101","0.562647","149.16","3638493.","505161226.","3685135.","0.91833800048639991","1.26568e-002",
"15502","8","1","1","154","Default","83649","Default","111629","AM nuclear 0.12 output","8725.","28338.","44767.","1678519.","3899049.","2462600.","98.2545","0.547073","150.489","4735545.","666335789.","4817375.","1.2004929331199998","1.69864e-002",
"15503","8","2","1","154","Default","83650","Default","111630","AM nuclear 0.12 output","2794.","15057.","27288.","531629.","2041290.","1654996.","93.6643","0.604533","144.133","5062598.","694766281.","5107737.","1.2728513293516799","8.83738e-003",
"15504","8","3","1","154","Default","83651","Default","111631","AM nuclear 0.12 output","13757.","58561.","75020.","2636297.","8001232.","4319953.","101.518","0.509169","147.094","3699842.","582118749.","3847180.","0.95871971819519985","3.82977e-002",
"15505","8","4","1","154","Default","83652","Default","111632","AM nuclear 0.12 output","13971.","75412.","96496.","2665081.","10190133.","5492295.","98.7067","0.519133","143.822","3805838.","602957085.","3991717.","0.99473843109887994","4.65662e-002",
"15506","8","5","1","154","Default","83653","Default","111633","AM nuclear 0.12 output","3510.","14760.","42734.","671787.","1999707.","2120853.","78.5579","0.700511","146.223","3842538.","583384883.","3903542.","0.9727651646668799","1.56279e-002",
"15507","8","6","1","154","Default","83654","Default","111634","AM nuclear 0.12 output","4535.","27247.","88078.","861508.","3660071.","4272548.","73.37","0.734841","142.269","4111357.","585013874.","4231217.","1.0544219843788798","2.83275e-002",
"15508","8","7","1","154","Default","83655","Default","111635","AM nuclear 0.12 output","4127.","50440.","240305.","779707.","6524083.","12472997.","67.0691","0.814947","133.85","5635940.","737071997.","5930812.","1.4779621461196799","4.97187e-002",
"15509","8","8","1","154","Default","83656","Default","111636","AM nuclear 0.12 output","2161.","19084.","125258.","410583.","2463743.","6089133.","61.1828","0.854986","135.294","4562839.","625233116.","4709342.","1.1735710403788799","3.1109e-002",
"15510","8","9","1","154","Default","83657","Default","111637","AM nuclear 0.12 output","6644.","54111.","233685.","1261281.","7069906.","13532652.","74.2557","0.793659","137.128","4462697.","647526605.","4757137.","1.1854815849676799","6.18944e-002",
"15511","8","10","1","154","Default","83658","Default","111638","AM nuclear 0.12 output","6241.","43200.","193199.","1185753.","5671285.","10808436.","72.8053","0.796237","138.691","4869634.","710923192.","5112274.","1.27398195265536","4.74622e-002",
"15512","8","11","1","154","Default","83659","Default","111639","AM nuclear 0.12 output","12663.","106704.","96448.","2392203.","14474515.","6076279.","106.309","0.446901","141.301","4797740.","639995855.","5013555.","1.2493811146751999","4.30463e-002",
"15513","8","12","1","154","Default","83660","Default","111640","AM nuclear 0.12 output","10086.","88200.","81872.","1907499.","11856417.","5348365.","106.086","0.454446","140.039","4855461.","651509815.","5035619.","1.2548794775961598","3.57767e-002",
"15754","9","1","1","154","Default","83661","Default","111641","AM nuclear 0.12 output","5847.","24044.","71635.","1121535.","3219577.","3844137.","80.6222","0.705583","145.231","5253433.","719833531.","5354959.","1.3344592099737598","1.89592e-002",
"15755","9","2","1","154","Default","83662","Default","111642","AM nuclear 0.12 output","3681.","16011.","57310.","706366.","2133417.","2952440.","75.2217","0.744266","144.21","4639636.","651652258.","4716638.","1.1753892082483199","1.63256e-002",
"15756","9","3","1","154","Default","83663","Default","111643","AM nuclear 0.12 output","5848.","19264.","90371.","1132433.","2578163.","4537935.","71.4264","0.782548","147.762","5003722.","687319693.","5119205.","1.2757091622911998","2.25588e-002",
"15757","9","4","1","154","Default","83664","Default","111644","AM nuclear 0.12 output","3835.","17579.","78555.","734264.","2342444.","4095737.","71.7467","0.785794","143.677","5545538.","788700792.","5645507.","1.4068639575244799","1.77077e-002",
"15758","9","5","1","154","Default","83665","Default","111645","AM nuclear 0.12 output","6142.","27546.","113970.","1179174.","3670233.","5879737.","72.6621","0.771851","143.951","4869326.","701908749.","5016984.","1.2502356236697598","2.94316e-002",
"15759","9","6","1","154","Default","83666","Default","111646","AM nuclear 0.12 output","4686.","23076.","108621.","903256.","3003641.","6138544.","73.6561","0.796441","140.728","4443334.","665111386.","4579717.","1.1412684074188799","2.97798e-002",
"15760","9","7","1","154","Default","83667","Default","111647","AM nuclear 0.12 output","7762.","66372.","135754.","1468121.","8851111.","7900125.","86.8051","0.646793","139.197","4496917.","608730452.","4706805.","1.1729388183551999","4.45925e-002",
"15761","9","8","1","154","Default","83668","Default","111648","AM nuclear 0.12 output","6720.","51836.","68332.","1273970.","6985794.","4065863.","97.1378","0.538522","141.058","3338713.","443863725.","3465601.","0.8636299871846399","3.66136e-002",
"15762","9","9","1","154","Default","83669","Default","111649","AM nuclear 0.12 output","8663.","97992.","233470.","1635045.","12923380.","12743127.","80.2692","0.686424","136.5","4689854.","552888608.","5029979.","1.2534739859865598","6.76196e-002",
"15763","9","10","1","154","Default","83670","Default","111650","AM nuclear 0.12 output","5874.","72775.","206753.","1106857.","9574960.","11210152.","76.7057","0.724427","135.816","4807057.","605737119.","5092459.","1.2690440419737599","5.6044e-002",
"15764","9","11","1","154","Default","83671","Default","111651","AM nuclear 0.12 output","11489.","101799.","389626.","2182097.","13318525.","20170548.","70.929","0.774737","136.825","5698700.","726000702.","6201614.","1.5454461778329598","8.10941e-002",
"15765","9","12","1","154","Default","83672","Default","111652","AM nuclear 0.12 output","9355.","69593.","259002.","1783966.","9135671.","13821535.","73.2096","0.766391","138.314","4225550.","537777842.","4563500.","1.13722712064","7.4055e-002",
