"Core ID","Row","Col","Sector","TMA ID","Data Group","Spot ID (Slide 32922 FOXP3)","Data Group (Slide 32922 FOXP3)","Annotation Id (Slide 32922 FOXP3)","Annotation Name (Slide 32922 FOXP3)","  Nwp = Number of Weak Positive (Slide 32922 FOXP3)","  Np  = Number of Positive (Slide 32922 FOXP3)","  Nsp = Number of Strong Positive (Slide 32922 FOXP3)","  Iwp = Total Intensity of Weak Positive (Slide 32922 FOXP3)","  Ip  = Total Intensity of Positive (Slide 32922 FOXP3)","  Isp = Total Intensity of Strong Positive (Slide 32922 FOXP3)","  Iavg = (Iwp+Ip+Isp)/(Nwp+Np+Nsp) (Slide 32922 FOXP3)","  Nsr  =  Nsp/(Nwp+Np+Nsp) (Slide 32922 FOXP3)","  Iwavg= (Iwp+Ip)/(Nwp+Np) (Slide 32922 FOXP3)","  Nn = Number of Negative (Slide 32922 FOXP3)","  In = Total Intensity of Negative (Slide 32922 FOXP3)","  NTotal = Total Number (Positive+Negative) (Slide 32922 FOXP3)","  ATotal = Total Area  (millimeter-squared) (Slide 32922 FOXP3)","  Positivity = NPositive/NTotal (Slide 32922 FOXP3)",
"15332","1","11","1","153","Default","83443","Default","111413","AM nuclear 0.12 output","1.","0.","0.","180.","0.","0.","180.","0.","180.","459.","91807.","460.","1.1463229439999999e-004","2.17391e-003",
"15333","1","12","1","153","Default","83444","Default","111414","AM nuclear 0.12 output","1.","0.","0.","188.","0.","0.","188.","0.","188.","207.","41836.","208.","5.1833733119999993e-005","4.80769e-003",
"15334","2","1","1","153","Default","83445","Default","111415","AM nuclear 0.12 output","2649.","17165.","69160.","503943.","2268783.","3568940.","71.2755","0.777306","139.938","4229331.","487885179.","4318305.","1.0761243697151999","2.06039e-002",
"15335","2","2","1","153","Default","83446","Default","111416","AM nuclear 0.12 output","1878.","21506.","104093.","354086.","2744357.","5907232.","70.6455","0.816563","132.503","5581363.","654657464.","5708840.","1.4226465816575999","2.23298e-002",
"15336","2","3","1","153","Default","83447","Default","111417","AM nuclear 0.12 output","7354.","71953.","140801.","1388950.","9609198.","7666080.","84.7958","0.639691","138.678","4990615.","628988870.","5210723.","1.2985155064627198","4.22414e-002",
"15337","2","4","1","153","Default","83448","Default","111418","AM nuclear 0.12 output","8018.","81071.","141468.","1510730.","10878663.","7853490.","87.7999","0.613592","139.068","5233261.","670684391.","5463818.","1.3615869424435199","4.2197e-002",
"15338","2","5","1","153","Default","83449","Default","111419","AM nuclear 0.12 output","1028.","5861.","25824.","195931.","775953.","1439130.","73.702","0.789411","141.078","5990069.","909769424.","6022782.","1.5008811289804798","5.43154e-003",
"15339","2","6","1","153","Default","83450","Default","111420","AM nuclear 0.12 output","886.","5900.","38180.","169088.","772052.","1932663.","63.9106","0.849086","138.688","6036017.","923153496.","6080983.","1.5153848554291198","7.39453e-003",
"15340","2","7","1","153","Default","83451","Default","111421","AM nuclear 0.12 output","980.","10086.","37800.","184834.","1328397.","1841358.","68.6487","0.773544","136.746","6158347.","854913816.","6207213.","1.5468414522163199","7.87245e-003",
"15341","2","8","1","153","Default","83452","Default","111422","AM nuclear 0.12 output","1161.","12147.","31709.","218147.","1617611.","1631488.","77.0208","0.704378","137.944","6695622.","948781240.","6740639.","1.6797715528089598","6.67845e-003",
"15342","2","9","1","153","Default","83453","Default","111423","AM nuclear 0.12 output","2340.","21825.","28256.","438080.","3056496.","1447453.","94.2757","0.539021","144.613","6719610.","1050274889.","6772031.","1.6875944592998398","7.74081e-003",
"15343","2","10","1","153","Default","83454","Default","111424","AM nuclear 0.12 output","3250.","35628.","34609.","606039.","4956737.","1834696.","100.664","0.470954","143.083","6510128.","996201913.","6583615.","1.6406410715135997","1.11621e-002",
"15344","2","11","1","153","Default","83455","Default","111425","AM nuclear 0.12 output","2749.","104766.","323112.","515403.","13193962.","18241021.","74.195","0.750329","127.511","5695874.","718767602.","6126501.","1.5267279701606398","7.02892e-002",
"15345","2","12","1","153","Default","83456","Default","111427","AM nuclear 0.12 output","1146.","14331.","105590.","217023.","1824937.","5864975.","65.3104","0.872162","131.935","6217512.","850763530.","6338579.","1.5795779434905599","1.91e-002",
"15346","3","1","1","153","Default","83457","Default","111428","AM nuclear 0.12 output","13114.","100304.","64062.","2489144.","13498724.","4767514.","116.945","0.360953","140.964","5169633.","688974125.","5347113.","1.3325039817523199","3.31917e-002",
"15347","3","2","1","153","Default","83458","Default","111429","AM nuclear 0.12 output","5864.","32664.","17998.","1115686.","4468385.","1261282.","121.101","0.318402","144.935","5400898.","817973665.","5457424.","1.3599935535513599","1.03576e-002",
"15348","3","3","1","153","Default","83459","Default","111430","AM nuclear 0.12 output","7157.","35065.","38091.","1363468.","4804386.","2106317.","103.024","0.474282","146.082","4334493.","623893366.","4414806.","1.1001724806758399","1.81917e-002",
"15349","3","4","1","153","Default","83460","Default","111432","AM nuclear 0.12 output","11030.","45279.","32102.","2112949.","6241668.","1993963.","117.051","0.3631","148.371","4783097.","707594750.","4871508.","1.2139829113651199","1.81486e-002",
"15350","3","5","1","153","Default","83461","Default","111433","AM nuclear 0.12 output","7898.","33081.","72833.","1511943.","4500206.","4118546.","89.0125","0.639941","146.713","3239957.","472169724.","3353769.","0.83576138121215993","3.39356e-002",
"15351","3","6","1","153","Default","83462","Default","111434","AM nuclear 0.12 output","8028.","35763.","80550.","1538108.","4849737.","4515146.","87.6862","0.647815","145.871","3233959.","465270139.","3358300.","0.83689050931199993","3.7025e-002",
"15352","3","7","1","153","Default","83463","Default","111435","AM nuclear 0.12 output","6538.","43289.","35254.","1242192.","5935272.","1922557.","106.957","0.414358","144.048","5215861.","857632902.","5300942.","1.3209981390028798","1.60502e-002",
"15353","3","8","1","153","Default","83464","Default","111436","AM nuclear 0.12 output","7909.","46474.","30343.","1501173.","6406560.","1836187.","115.005","0.358131","145.408","4889029.","815315670.","4973755.","1.2394629292031998","1.70346e-002",
"15354","3","9","1","153","Default","83465","Default","111438","AM nuclear 0.12 output","40221.","267017.","114370.","7684599.","35857919.","8428610.","123.269","0.271271","141.722","4175279.","633971359.","4596887.","1.1455471824076799","9.1716e-002",
"15355","3","10","1","153","Default","83466","Default","111439","AM nuclear 0.12 output","29091.","176808.","76024.","5553173.","23914982.","5549188.","124.209","0.269662","143.119","4242757.","661967243.","4524680.","1.1275531517951998","6.23078e-002",
"15356","3","11","1","153","Default","83467","Default","111440","AM nuclear 0.12 output","2829.","8451.","6942.","545824.","1166725.","475642.","120.085","0.380968","151.822","2238739.","306151967.","2256961.","0.56243612565503998","8.07369e-003",
"15357","3","12","1","153","Default","83468","Default","111441","AM nuclear 0.12 output","6659.","17347.","8374.","1286883.","2422469.","616689.","133.602","0.258616","154.518","3931852.","568609179.","3964232.","0.98788915150847989","8.16804e-003",
"15358","4","1","1","153","Default","83469","Default","111442","AM nuclear 0.12 output","3637.","25209.","102614.","692364.","3307605.","5535200.","72.5329","0.780572","138.666","5284556.","650358583.","5416016.","1.34967465345024","2.42725e-002",
"15359","4","2","1","153","Default","83470","Default","111444","AM nuclear 0.12 output","5308.","36177.","115160.","1011454.","4769034.","6444326.","78.0415","0.735166","139.339","5432514.","682966305.","5589159.","1.3928219998617599","2.80266e-002",
"15360","4","3","1","153","Default","83471","Default","111445","AM nuclear 0.12 output","3264.","11469.","14632.","627363.","1561196.","928247.","106.14","0.49828","148.548","5388917.","746422132.","5418282.","1.3502393421004799","5.41961e-003",
"15361","4","4","1","153","Default","83472","Default","111446","AM nuclear 0.12 output","3702.","13339.","15664.","711879.","1813886.","1052618.","109.414","0.478948","148.217","5321935.","737574801.","5354640.","1.3343797149696","6.10779e-003",
"15362","4","5","1","153","Default","83473","Default","111447","AM nuclear 0.12 output","3234.","16745.","14652.","618499.","2231483.","1091991.","113.828","0.423089","142.649","5447886.","725844563.","5482517.","1.36624674521088","6.31662e-003",
"15363","4","6","1","153","Default","83474","Default","111448","AM nuclear 0.12 output","2316.","11037.","46252.","442997.","1469462.","1905956.","64.062","0.775975","143.223","5265500.","695632437.","5325105.","1.3270195740671999","1.11932e-002",
"15364","4","7","1","153","Default","83475","Default","111449","AM nuclear 0.12 output","515.","7619.","6505.","96184.","998683.","400173.","102.127","0.444361","134.604","6528986.","929533063.","6543625.","1.6306755379199998","2.23714e-003",
"15365","4","8","1","153","Default","83476","Default","111451","AM nuclear 0.12 output","784.","7389.","5488.","147603.","989529.","342930.","108.342","0.401728","139.133","6494669.","957684930.","6508330.","1.6218800013311998","2.099e-003",
"15366","4","9","1","153","Default","83477","Default","111452","AM nuclear 0.12 output","18150.","92605.","256272.","3486724.","12350807.","14410358.","82.4133","0.698237","142.996","3441764.","488511519.","3808791.","0.94915315482623985","9.63631e-002",
"15367","4","10","1","153","Default","83478","Default","111453","AM nuclear 0.12 output","16518.","140027.","308161.","3138949.","18618638.","17803518.","85.1315","0.663131","138.986","3959808.","534523473.","4424514.","1.1025917204889599","0.10503",
"15368","4","11","1","153","Default","83479","Default","111454","AM nuclear 0.12 output","31160.","256864.","451848.","5910717.","34648015.","23909946.","87.1349","0.610711","140.817","3692987.","528314175.","4432859.","1.1046712998297599","0.166906",
"15369","4","12","1","153","Default","83480","Default","111455","AM nuclear 0.12 output","38242.","221594.","303238.","7288069.","30491536.","16162891.","95.8","0.53854","145.398","3382156.","502073382.","3945230.","0.98315384094719993","0.142723",
"15370","5","1","1","153","Default","83481","Default","111456","AM nuclear 0.12 output","2795.","40821.","245267.","529776.","5240830.","10962726.","57.9243","0.849018","132.305","4351815.","596544619.","4640698.","1.1564649116467198","6.22499e-002",
"15371","5","2","1","153","Default","83482","Default","111457","AM nuclear 0.12 output","2279.","35114.","99974.","427325.","4669927.","4724090.","71.4971","0.727788","136.316","6066864.","870567112.","6204231.","1.5460983359078397","2.21409e-002",
"15372","5","3","1","153","Default","83483","Default","111458","AM nuclear 0.12 output","3073.","44529.","110154.","575944.","5929687.","5854829.","78.3518","0.698256","136.667","5631726.","772953888.","5789482.","1.4427426196684798","2.72487e-002",
"15373","5","4","1","153","Default","83484","Default","111459","AM nuclear 0.12 output","2180.","28770.","115820.","409139.","3762727.","6196043.","70.6405","0.789126","134.794","6032905.","846801715.","6179675.","1.5399789649919999","2.37504e-002",
"15374","5","5","1","153","Default","83485","Default","111460","AM nuclear 0.12 output","27695.","269173.","119580.","5237876.","36289218.","7544839.","117.834","0.287143","139.884","4848587.","692570246.","5265035.","1.3120500916223998","7.90969e-002",
"15375","5","6","1","153","Default","83486","Default","111461","AM nuclear 0.12 output","20432.","258699.","176440.","3847294.","34586144.","10389061.","107.168","0.387294","137.69","5062426.","677600878.","5517997.","1.3750883839180799","8.25609e-002",
"15376","5","7","1","153","Default","83487","Default","111462","AM nuclear 0.12 output","24689.","212061.","219098.","4690377.","28468496.","14020776.","103.499","0.480638","140.059","4582603.","612600356.","5038451.","1.2555852138086399","9.04738e-002",
"15377","5","8","1","153","Default","83488","Default","111463","AM nuclear 0.12 output","21643.","172478.","236170.","4113317.","23097031.","14833083.","97.7093","0.548861","140.172","4784791.","644656188.","5215082.","1.29960177205248","8.2509e-002",
"15378","5","9","1","153","Default","83489","Default","111464","AM nuclear 0.12 output","12426.","343283.","66738.","2317706.","45392325.","5018580.","124.817","0.15798","134.127","6188780.","892701794.","6611227.","1.6475219995852799","6.38984e-002",
"15379","5","10","1","153","Default","83490","Default","111465","AM nuclear 0.12 output","7411.","257172.","56737.","1380553.","33539211.","4623266.","123.064","0.176575","131.98","6315370.","885565577.","6636690.","1.6538673954815999","4.84157e-002",
"15380","5","11","1","153","Default","83491","Default","111466","AM nuclear 0.12 output","12605.","83578.","143228.","2395278.","11325909.","7840923.","90.0632","0.598252","142.657","4504945.","655271058.","4744356.","1.1822965515878399","5.04623e-002",
"15381","5","12","1","153","Default","83492","Default","111467","AM nuclear 0.12 output","24349.","132792.","139331.","4648198.","18119217.","8249369.","104.62","0.469963","144.885","4196276.","604947502.","4492748.","1.1195956769587199","6.5989e-002",
"15382","6","1","1","153","Default","83493","Default","111468","AM nuclear 0.12 output","1983.","29807.","243060.","375870.","3790757.","11476828.","56.9163","0.884337","131.067","5686078.","772676513.","5960928.","1.4854670725939199","4.61086e-002",
"15383","6","2","1","153","Default","83494","Default","111469","AM nuclear 0.12 output","1133.","16579.","128647.","214826.","2117575.","6102406.","57.6309","0.878983","131.685","3929970.","559204495.","4076329.","1.0158237956505598","3.59046e-002",
"15384","6","3","1","153","Default","83495","Default","111470","AM nuclear 0.12 output","16176.","128766.","221500.","3072156.","17233655.","12438492.","89.3574","0.604461","140.096","4480636.","576139850.","4847078.","1.2078949397299199","7.56006e-002",
"15385","6","4","1","153","Default","83496","Default","111472","AM nuclear 0.12 output","18746.","159217.","299529.","3555294.","21292087.","16356223.","86.2917","0.627296","139.621","4303784.","554202012.","4781276.","1.19149703921664","9.98671e-002",
"15386","6","5","1","153","Default","83497","Default","111473","AM nuclear 0.12 output","23339.","136304.","169888.","4456268.","18418573.","10169050.","100.276","0.515545","143.287","4648672.","632287785.","4978203.","1.2405713736499198","6.61948e-002",
"15387","6","6","1","153","Default","83498","Default","111474","AM nuclear 0.12 output","15089.","83312.","144409.","2884128.","11302031.","7802567.","90.5594","0.594741","144.167","4440521.","619032219.","4683331.","1.1670890825318398","5.18456e-002",
"15388","6","7","1","153","Default","83499","Default","111475","AM nuclear 0.12 output","34.","222.","422.","6732.","28518.","26496.","91.0708","0.622419","137.695","524800.","89634696.","525478.","0.13094945390592","1.29025e-003",
"15389","6","8","1","153","Default","83500","Default","111476","AM nuclear 0.12 output","42.","376.","380.","8163.","47624.","27199.","103.992","0.47619","133.462","527203.","86861897.","528001.","0.13157818712063998","1.51136e-003",
"15390","6","9","1","153","Default","83501","Default","111477","AM nuclear 0.12 output","607.","4750.","6646.","115354.","621441.","467372.","100.322","0.553695","137.539","1675741.","214606291.","1687744.","0.42058688495615998","7.11186e-003",
"15391","6","10","1","153","Default","83502","Default","111478","AM nuclear 0.12 output","3166.","12592.","11805.","608353.","1711358.","819162.","113.88","0.428292","147.208","3618949.","504560947.","3646512.","0.90871312416767991","7.55873e-003",
"15392","6","11","1","153","Default","83503","Default","111480","AM nuclear 0.12 output","1606.","22104.","197058.","306561.","2794730.","9704136.","58.004","0.892602","130.801","5811976.","762563242.","6032744.","1.5033636657561598","3.6595e-002",
"15393","6","12","1","153","Default","83504","Default","111481","AM nuclear 0.12 output","1816.","30835.","144790.","341687.","3945177.","7854251.","68.4234","0.81599","131.293","6020032.","827238575.","6197473.","1.5444142379827199","2.86312e-002",
"15394","7","1","1","153","Default","83505","Default","111482","AM nuclear 0.12 output","0.","0.","0.","0.","0.","0.","-1.#IND","-1.#IND","-1.#IND","907.","166300.","907.","2.2602498047999997e-004","0.",
"15395","7","2","1","153","Default","83506","Default","111483","AM nuclear 0.12 output","0.","1.","0.","0.","109.","0.","109.","0.","109.","717.","142683.","718.","1.7892605951999997e-004","1.39276e-003",
"15396","7","3","1","153","Default","83507","Default","111484","AM nuclear 0.12 output","0.","1.","0.","0.","175.","0.","175.","0.","175.","504.","104465.","505.","1.2584632319999998e-004","1.9802e-003",
"15397","7","4","1","153","Default","83508","Default","111485","AM nuclear 0.12 output","1.","1.","0.","207.","120.","0.","163.5","0.","163.5","648.","135795.","650.","1.6198041599999998e-004","3.07692e-003",
"15398","7","5","1","153","Default","83509","Default","111487","AM nuclear 0.12 output","1.","2.","0.","197.","288.","0.","161.667","0.","161.667","797.","154209.","800.","1.9936051199999998e-004","3.75e-003",
"15399","7","6","1","153","Default","83510","Default","111488","AM nuclear 0.12 output","1.","0.","0.","219.","0.","0.","219.","0.","219.","615.","121263.","616.","1.5350759423999997e-004","1.62338e-003",
"15400","7","7","1","153","Default","83511","Default","111489","AM nuclear 0.12 output","0.","0.","0.","0.","0.","0.","-1.#IND","-1.#IND","-1.#IND","582.","120919.","582.","1.4503477247999999e-004","0.",
"15401","7","8","1","153","Default","83512","Default","111490","AM nuclear 0.12 output","0.","0.","0.","0.","0.","0.","-1.#IND","-1.#IND","-1.#IND","636.","132133.","636.","1.5849160703999997e-004","0.",
"15402","7","9","1","153","Default","83513","Default","111491","AM nuclear 0.12 output","1.","0.","1.","199.","0.","98.","148.5","0.5","199.","705.","138143.","707.","1.7618485247999999e-004","2.82885e-003",
"15403","7","10","1","153","Default","83514","Default","111492","AM nuclear 0.12 output","118.","566.","2349.","22850.","73987.","132564.","75.635","0.774481","141.575","169519.","26006232.","172552.","4.3000068833279996e-002","1.75773e-002",
"15404","7","11","1","153","Default","83515","Default","111493","AM nuclear 0.12 output","1327.","17169.","138653.","252510.","2170695.","7035574.","60.1899","0.882303","131.012","5174097.","703691700.","5331246.","1.3285499151974398","2.9477e-002",
"15405","7","12","1","153","Default","83516","Default","111495","AM nuclear 0.12 output","3575.","36017.","155369.","680027.","4653093.","8022913.","68.5062","0.796923","134.702","5625029.","770734233.","5819990.","1.4503452327935999","3.34985e-002",
