"Core ID","Row","Col","Sector","TMA ID","Data Group","Spot ID (Slide 32920 FOXP3)","Data Group (Slide 32920 FOXP3)","Annotation Id (Slide 32920 FOXP3)","Annotation Name (Slide 32920 FOXP3)","  Nwp = Number of Weak Positive (Slide 32920 FOXP3)","  Np  = Number of Positive (Slide 32920 FOXP3)","  Nsp = Number of Strong Positive (Slide 32920 FOXP3)","  Iwp = Total Intensity of Weak Positive (Slide 32920 FOXP3)","  Ip  = Total Intensity of Positive (Slide 32920 FOXP3)","  Isp = Total Intensity of Strong Positive (Slide 32920 FOXP3)","  Iavg = (Iwp+Ip+Isp)/(Nwp+Np+Nsp) (Slide 32920 FOXP3)","  Nsr  =  Nsp/(Nwp+Np+Nsp) (Slide 32920 FOXP3)","  Iwavg= (Iwp+Ip)/(Nwp+Np) (Slide 32920 FOXP3)","  Nn = Number of Negative (Slide 32920 FOXP3)","  In = Total Intensity of Negative (Slide 32920 FOXP3)","  NTotal = Total Number (Positive+Negative) (Slide 32920 FOXP3)","  ATotal = Total Area  (millimeter-squared) (Slide 32920 FOXP3)","  Positivity = NPositive/NTotal (Slide 32920 FOXP3)",
"15158","3","5","1","151","Default","83245","Default","123248","AM nuclear 0.12 output","21692.","165017.","158393.","4092233.","22804368.","9318079.","104.939","0.458974","144.056","4637199.","658646898.","4982301.","1.2415925978726399","6.92656e-002",
"15159","3","6","1","151","Default","83246","Default","123247","AM nuclear 0.12 output","20813.","110855.","122379.","3957892.","15332886.","7043045.","103.657","0.481718","146.511","3492604.","507149649.","3746651.","0.93366782705663987","6.78064e-002",
"15160","3","7","1","151","Default","83247","Default","","","","","","","","","","","","","","","","",
"15161","3","8","1","151","Default","83248","Default","","","","","","","","","","","","","","","","",
"15162","3","9","1","151","Default","83249","Default","123243","AM nuclear 0.12 output","12336.","35461.","25978.","2382535.","4921694.","1822376.","123.709","0.352125","152.818","2761549.","427397299.","2835324.","0.70656455540735996","2.602e-002",
"15163","3","10","1","151","Default","83250","Default","123245","AM nuclear 0.12 output","9191.","37973.","51220.","1765040.","5152239.","3351007.","104.369","0.520613","146.664","2664424.","405362195.","2762808.","0.68849352179711998","3.56101e-002",
"15164","3","11","1","151","Default","83251","Default","","","","","","","","","","","","","","","","",
"15165","3","12","1","151","Default","83252","Default","","","","","","","","","","","","","","","","",
"15166","4","1","1","151","Default","83253","Default","123250","AM nuclear 0.12 output","4717.","16620.","32676.","905166.","2262706.","1832399.","92.5753","0.604965","148.468","2398523.","361153881.","2452536.","0.61117354082303998","2.20233e-002",
"15167","4","2","1","151","Default","83254","Default","123251","AM nuclear 0.12 output","12033.","41503.","74446.","2303330.","5733657.","4147827.","95.2072","0.581691","150.123","4251242.","657945876.","4379224.","1.0913054235033599","2.92248e-002",
"15168","4","3","1","151","Default","83255","Default","","","","","","","","","","","","","","","","",
"15169","4","4","1","151","Default","83256","Default","","","","","","","","","","","","","","","","",
"15170","4","5","1","151","Default","83257","Default","123252","AM nuclear 0.12 output","1068.","19575.","108940.","201529.","2476932.","5856710.","65.8664","0.840697","129.752","6576950.","903969003.","6706533.","1.6712723157811198","1.93219e-002",
"15171","4","6","1","151","Default","83258","Default","123254","AM nuclear 0.12 output","305.","11347.","58605.","57027.","1401051.","3438733.","69.6985","0.834152","125.135","5125988.","707534496.","5196245.","1.2949075795967999","1.35207e-002",
"15172","4","7","1","151","Default","83259","Default","","","","","","","","","","","","","","","","",
"15173","4","8","1","151","Default","83260","Default","","","","","","","","","","","","","","","","",
"15174","4","9","1","151","Default","83261","Default","123256","AM nuclear 0.12 output","2100.","17785.","55368.","396805.","2325431.","3349792.","80.6882","0.735758","136.899","4680646.","684391471.","4755899.","1.1851730745753599","1.58231e-002",
"15175","4","10","1","151","Default","83262","Default","123258","AM nuclear 0.12 output","643.","5153.","13461.","122425.","682762.","744947.","80.4972","0.699019","138.921","730964.","102364809.","750221.","0.18695555334143998","2.56684e-002",
"15176","4","11","1","151","Default","83263","Default","123260","AM nuclear 0.12 output","386.","4534.","36283.","72835.","594711.","1589704.","54.7836","0.880591","135.68","1788136.","251464057.","1829339.","0.45587244957695994","2.25234e-002",
"15177","4","12","1","151","Default","83264","Default","123262","AM nuclear 0.12 output","304.","2491.","20314.","57492.","331519.","900697.","55.8098","0.879051","139.181","1733018.","260619832.","1756127.","0.43762797232127998","1.31591e-002",
"15178","5","1","1","151","Default","83265","Default","","","","","","","","","","","","","","","","",
"15179","5","2","1","151","Default","83266","Default","","","","","","","","","","","","","","","","",
"15180","5","3","1","151","Default","83267","Default","","","","","","","","","","","","","","","","",
"15181","5","4","1","151","Default","83268","Default","","","","","","","","","","","","","","","","",
"15182","5","5","1","151","Default","83269","Default","123268","AM nuclear 0.12 output","901.","14116.","63084.","168476.","1837061.","3445842.","69.7991","0.807723","133.551","5215920.","783194678.","5294021.","1.3192734213734398","1.47527e-002",
"15183","5","6","1","151","Default","83270","Default","123266","AM nuclear 0.12 output","2837.","21303.","70577.","531520.","2871500.","3958435.","77.7205","0.745136","140.97","4671330.","727157675.","4766047.","1.1877019626700798","1.98733e-002",
"15184","5","7","1","151","Default","83271","Default","123264","AM nuclear 0.12 output","6635.","31728.","26055.","1265312.","4365878.","1745483.","114.513","0.404468","146.787","3693222.","471691205.","3757640.","0.93640629288959987","1.71432e-002",
"15185","5","8","1","151","Default","83272","Default","123263","AM nuclear 0.12 output","7907.","32419.","16055.","1504834.","4571700.","1119909.","127.64","0.284759","150.685","3695731.","487097729.","3752112.","0.9350287117516799","1.50265e-002",
"15186","5","9","1","151","Default","83273","Default","","","","","","","","","","","","","","","","",
"15187","5","10","1","151","Default","83274","Default","","","","","","","","","","","","","","","","",
"15188","5","11","1","151","Default","83275","Default","","","","","","","","","","","","","","","","",
"15189","5","12","1","151","Default","83276","Default","","","","","","","","","","","","","","","","",
"15190","6","1","1","151","Default","83277","Default","123270","AM nuclear 0.12 output","8087.","42109.","56275.","1538134.","5743317.","3589397.","102.101","0.528548","145.06","3308110.","476828447.","3414581.","0.85091577053183987","3.11813e-002",
"15191","6","2","1","151","Default","83278","Default","123271","AM nuclear 0.12 output","16729.","181249.","107559.","3159083.","24373894.","6930474.","112.796","0.352033","139.071","4284436.","583148166.","4589973.","1.14382420918272","6.65662e-002",
"15192","6","3","1","151","Default","83279","Default","123272","AM nuclear 0.12 output","10298.","99055.","56726.","1946612.","13341635.","4186216.","117.26","0.34156","139.806","4727016.","621918926.","4893095.","1.2193624055807999","3.39415e-002",
"15193","6","4","1","151","Default","83280","Default","123274","AM nuclear 0.12 output","14373.","96117.","53242.","2731169.","13063732.","3981097.","120.783","0.325178","142.953","4544982.","601691694.","4708714.","1.17341454237696","3.47721e-002",
"15194","6","5","1","151","Default","83281","Default","","","","","","","","","","","","","","","","",
"15195","6","6","1","151","Default","83282","Default","","","","","","","","","","","","","","","","",
"15196","6","7","1","151","Default","83283","Default","123276","AM nuclear 0.12 output","1542.","13236.","53016.","291123.","1735114.","2877608.","72.3345","0.782016","137.112","5674673.","789104457.","5742467.","1.4310264515788798","1.18057e-002",
"15197","6","8","1","151","Default","83284","Default","123278","AM nuclear 0.12 output","3533.","25856.","72807.","664838.","3495635.","3759701.","77.4998","0.712425","141.566","5782873.","774336784.","5885069.","1.4665629612441597","1.73653e-002",
"15198","6","9","1","151","Default","83285","Default","","","","","","","","","","","","","","","","",
"15199","6","10","1","151","Default","83286","Default","","","","","","","","","","","","","","","","",
"15200","6","11","1","151","Default","83287","Default","","","","","","","","","","","","","","","","",
"15201","6","12","1","151","Default","83288","Default","","","","","","","","","","","","","","","","",
"15202","7","1","1","151","Default","83289","Default","","","","","","","","","","","","","","","","",
"15203","7","2","1","151","Default","83290","Default","","","","","","","","","","","","","","","","",
"15204","7","3","1","151","Default","83291","Default","123284","AM nuclear 0.12 output","11366.","45976.","65782.","2184433.","6196942.","4329166.","103.234","0.534274","146.165","4618064.","698970174.","4741188.","1.1815070839603199","2.5969e-002",
"15205","7","4","1","151","Default","83292","Default","123283","AM nuclear 0.12 output","13100.","53632.","67168.","2512633.","7270061.","4384151.","105.802","0.501628","146.597","4867779.","712368639.","5001679.","1.2464216078745598","2.6771e-002",
"15206","7","5","1","151","Default","83293","Default","","","","","","","","","","","","","","","","",
"15207","7","6","1","151","Default","83294","Default","","","","","","","","","","","","","","","","",
"15208","7","7","1","151","Default","83295","Default","","","","","","","","","","","","","","","","",
"15209","7","8","1","151","Default","83296","Default","","","","","","","","","","","","","","","","",
"15210","7","9","1","151","Default","83297","Default","123282","AM nuclear 0.12 output","8355.","45917.","18492.","1595491.","6269929.","1338507.","126.49","0.254137","144.926","2237005.","315858556.","2309769.","0.57559591305215996","3.15027e-002",
"15211","7","10","1","151","Default","83298","Default","123280","AM nuclear 0.12 output","2535.","15054.","5084.","481344.","2084313.","348662.","128.537","0.224231","145.867","1345884.","187358540.","1368557.","0.34104528027647996","1.65671e-002",
"15212","7","11","1","151","Default","83299","Default","","","","","","","","","","","","","","","","",
"15213","7","12","1","151","Default","83300","Default","","","","","","","","","","","","","","","","",
"15214","8","1","1","151","Default","83301","Default","123286","AM nuclear 0.12 output","228.","3987.","24688.","42755.","508499.","1359443.","66.1072","0.854167","130.784","5175313.","706636713.","5204216.","1.2968939578982399","5.55377e-003",
"15215","8","2","1","151","Default","83302","Default","123287","AM nuclear 0.12 output","509.","4555.","21457.","96377.","590845.","1259381.","73.3986","0.809057","135.707","6218033.","888330423.","6244554.","1.5561468533145599","4.24706e-003",
"15216","8","3","1","151","Default","83303","Default","","","","","","","","","","","","","","","","",
"15217","8","4","1","151","Default","83304","Default","","","","","","","","","","","","","","","","",
"15218","8","5","1","151","Default","83305","Default","","","","","","","","","","","","","","","","",
"15219","8","6","1","151","Default","83306","Default","","","","","","","","","","","","","","","","",
"15220","8","7","1","151","Default","83307","Default","123288","AM nuclear 0.12 output","15974.","67976.","116859.","3062124.","9261951.","6481206.","93.6476","0.581941","146.803","5410288.","771673773.","5611097.","1.3982889635020799","3.57878e-002",
"15221","8","8","1","151","Default","83308","Default","123289","AM nuclear 0.12 output","11686.","49118.","113357.","2243772.","6625865.","6433510.","87.8678","0.650875","145.873","5486120.","787511323.","5660281.","1.4105456477798399","3.0769e-002",
"15222","8","9","1","151","Default","83309","Default","123291","AM nuclear 0.12 output","8354.","116492.","89273.","1570520.","15613289.","5840444.","107.53","0.416932","137.64","4273559.","556742067.","4487678.","1.11833222971392","4.77126e-002",
"15223","8","10","1","151","Default","83310","Default","123292","AM nuclear 0.12 output","7809.","108605.","103613.","1469980.","14453965.","6464887.","101.755","0.47091","136.787","4440560.","571355566.","4660587.","1.16142126317568","4.72101e-002",
"15224","8","11","1","151","Default","83311","Default","","","","","","","","","","","","","","","","",
"15225","8","12","1","151","Default","83312","Default","","","","","","","","","","","","","","","","",
"15790","9","1","1","151","Default","83313","Default","123300","AM nuclear 0.12 output","8061.","33222.","76684.","1544233.","4489240.","4206281.","86.8019","0.650046","146.149","4927836.","688491998.","5045803.","1.2574173369139199","2.33792e-002",
"15791","9","2","1","151","Default","83314","Default","123299","AM nuclear 0.12 output","4899.","32724.","81554.","931147.","4381392.","4378312.","81.3148","0.68431","141.205","4335175.","570873561.","4454352.","1.1100273691852798","2.67552e-002",
"15792","9","3","1","151","Default","83315","Default","123297","AM nuclear 0.12 output","5789.","15342.","7587.","1116528.","2137784.","555150.","132.651","0.26419","154.007","3526849.","540367057.","3555567.","0.88604957196287992","8.07691e-003",
"15793","9","4","1","151","Default","83316","Default","123296","AM nuclear 0.12 output","4345.","11050.","8345.","839583.","1536639.","581722.","124.597","0.351516","154.35","3033441.","454945121.","3057181.","0.76185146179583996","7.76532e-003",
"15794","9","5","1","151","Default","83317","Default","","","","","","","","","","","","","","","","",
"15795","9","6","1","151","Default","83318","Default","","","","","","","","","","","","","","","","",
"15796","9","7","1","151","Default","83319","Default","123293","AM nuclear 0.12 output","4177.","9558.","6675.","810982.","1326663.","445968.","126.586","0.327046","155.635","3293596.","491477448.","3314006.","0.82585241616383986","6.15871e-003",
"15797","9","8","1","151","Default","83320","Default","123294","AM nuclear 0.12 output","11326.","43570.","60296.","2163144.","6029559.","3622140.","102.567","0.523439","149.24","5139348.","777597686.","5254540.","1.3094347309055998","2.19224e-002",
"15798","9","9","1","151","Default","83321","Default","","","","","","","","","","","","","","","","",
"15799","9","10","1","151","Default","83322","Default","","","","","","","","","","","","","","","","",
"15800","9","11","1","151","Default","83323","Default","","","","","","","","","","","","","","","","",
"15801","9","12","1","151","Default","83324","Default","","","","","","","","","","","","","","","","",
